Date,State,TotalSamples,Negative,Positive
2020-05-12,Nagaland,882,872,0
2020-05-13,Nagaland,889,872,0
2020-05-14,Nagaland,891,873,0
2020-05-15,Nagaland,910,889,0
2020-05-16,Nagaland,917,891,0
2020-05-17,Nagaland,952,914,0
2020-05-18,Nagaland,961,914,0
2020-05-19,Nagaland,978,948,0
2020-05-20,Nagaland,985,952,0
2020-05-21,Nagaland,1001,978,0
2020-05-22,Nagaland,1035,1012,0
2020-05-23,Nagaland,1065,1015,0
2020-05-24,Nagaland,1097,1032,0
2020-05-25,Nagaland,1366,1078,3
2020-05-26,Nagaland,1366,1080,4
2020-05-27,Nagaland,1554,1224,9
2020-05-28,Nagaland,1765,1317,18
2020-05-29,Nagaland,1997,1409,25
2020-05-30,Nagaland,2210,1496,36
2020-05-31,Nagaland,2576,1596,43
2020-06-01,Nagaland,2870,1744,43
2020-06-02,Nagaland,3257,1836,49
2020-06-03,Nagaland,3414,2002,58
2020-06-04,Nagaland,3739,2151,80
2020-06-05,Nagaland,3974,2372,94
2020-06-06,Nagaland,4061,2614,107
2020-04-03,Odisha,1395,1108,20
2020-04-07,Odisha,2441,,42
2020-04-08,Odisha,2441,2399,42
2020-04-09,Odisha,3249,3201,48
2020-04-10,Odisha,3547,3497,50
2020-04-11,Odisha,3551,3497,51
2020-04-12,Odisha,3862,3808,54
2020-04-13,Odisha,4170,4116,54
2020-04-14,Odisha,4734,4678,56
2020-04-15,Odisha,5537,5477,60
2020-04-16,Odisha,6734,6674,60
2020-04-17,Odisha,7577,7517,60
2020-04-18,Odisha,8619,8559,60
2020-04-19,Odisha,9690,9629,61
2020-04-20,Odisha,10641,,68
2020-04-21,Odisha,11748,,79
2020-04-22,Odisha,13775,,83
2020-04-23,Odisha,15984,,89
2020-04-24,Odisha,18458,,94
2020-04-25,Odisha,20599,,94
2020-04-26,Odisha,22816,,103
2020-04-27,Odisha,25103,,111
2020-04-28,Odisha,26687,,118
2020-04-29,Odisha,29108,,122
2020-04-30,Odisha,31696,,142
2020-05-01,Odisha,34133,,149
2020-05-02,Odisha,36593,,157
2020-05-03,Odisha,38658,,162
2020-05-04,Odisha,41128,,169
2020-05-05,Odisha,44663,,170
2020-05-06,Odisha,47454,,185
2020-05-07,Odisha,50514,,209
2020-05-08,Odisha,52974,,271
2020-05-09,Odisha,56322,,294
2020-05-10,Odisha,59780,,362
2020-05-11,Odisha,63478,,414
2020-05-12,Odisha,68057,,437
2020-05-13,Odisha,72756,,538
2020-05-14,Odisha,77150,,611
2020-05-15,Odisha,81919,,672
2020-05-16,Odisha,86140,,737
2020-05-17,Odisha,91223,,828
2020-05-18,Odisha,95766,,876
2020-05-19,Odisha,100302,,978
2020-05-20,Odisha,105914,,1052
2020-05-21,Odisha,108432,,1103
2020-05-22,Odisha,113437,,1189
2020-05-23,Odisha,118446,,1269
2020-05-24,Odisha,123834,,1335
2020-05-25,Odisha,127776,,1438
2020-05-26,Odisha,131595,,1517
2020-05-27,Odisha,136274,,1593
2020-05-28,Odisha,139311,,1660
2020-05-29,Odisha,143570,,1723
2020-05-30,Odisha,147490,,1819
2020-05-31,Odisha,152131,,1948
2020-06-01,Odisha,155690,,2104
2020-06-02,Odisha,159567,,2245
2020-06-03,Odisha,162891,,2388
2020-06-04,Odisha,165824,,2478
2020-06-05,Odisha,169010,,2608
2020-06-06,Odisha,172598,,2781
2020-04-18,Puducherry,1207,1159,7
2020-04-19,Puducherry,1245,1214,7
2020-04-20,Puducherry,1272,1232,7
2020-04-21,Puducherry,1319,1272,7
2020-04-22,Puducherry,1473,1354,7
2020-04-23,Puducherry,1548,1513,7
2020-04-24,Puducherry,1704,1657,7
2020-04-25,Puducherry,1864,1793,8
2020-04-26,Puducherry,1977,1902,8
2020-04-27,Puducherry,2014,1942,8
2020-04-28,Puducherry,2156,2099,8
2020-04-29,Puducherry,2228,2150,8
2020-04-30,Puducherry,2353,2292,8
2020-05-01,Puducherry,2698,2583,9
2020-05-02,Puducherry,2990,2902,12
2020-05-03,Puducherry,3155,3097,12
2020-05-04,Puducherry,3281,3220,12
2020-05-05,Puducherry,3560,3444,12
2020-05-06,Puducherry,3641,3554,12
2020-05-07,Puducherry,3866,3766,13
2020-05-08,Puducherry,4111,3866,15
2020-05-09,Puducherry,4266,4028,16
2020-05-10,Puducherry,4364,4273,17
2020-05-11,Puducherry,4486,4416,17
2020-05-13,Puducherry,4919,4832,18
2020-05-14,Puducherry,5112,4963,18
2020-05-15,Puducherry,5312,5162,21
2020-05-16,Puducherry,5484,5320,22
2020-05-17,Puducherry,5619,5501,22
2020-05-18,Puducherry,5754,5709,22
2020-05-19,Puducherry,5829,5762,22
2020-05-20,Puducherry,5960,5889,24
2020-05-21,Puducherry,6106,5995,31
2020-05-22,Puducherry,6233,6143,32
2020-05-23,Puducherry,6349,6254,39
2020-05-24,Puducherry,6536,6444,45
2020-05-25,Puducherry,6606,6537,47
2020-05-26,Puducherry,6677,6593,52
2020-05-27,Puducherry,6808,6711,60
2020-05-28,Puducherry,6917,6286,61
2020-05-29,Puducherry,7043,6910,65
2020-05-30,Puducherry,7164,7004,71
2020-05-31,Puducherry,7255,7116,81
2020-06-01,Puducherry,7354,7198,81
2020-06-02,Puducherry,7444,7339,91
2020-06-03,Puducherry,7576,7447,98
2020-06-04,Puducherry,7794,7647,109
2020-06-05,Puducherry,7963,7791,115
2020-04-02,Punjab,1434,1236,37
2020-04-08,Punjab,2937,2614,106
2020-04-09,Punjab,3192,2777,130
2020-04-10,Punjab,3461,2972,151
2020-04-11,Punjab,3909,3249,158
2020-04-12,Punjab,4281,3590,170
2020-04-13,Punjab,4480,3858,176
2020-04-14,Punjab,4844,4047,184
2020-04-15,Punjab,5193,4404,186
2020-04-16,Punjab,5524,4727,197
2020-04-17,Punjab,5988,5113,211
2020-04-18,Punjab,6167,5354,234
2020-04-19,Punjab,6607,5949,244
2020-04-20,Punjab,6797,6273,245
2020-04-21,Punjab,7355,6769,251
2020-04-22,Punjab,7887,7100,257
2020-04-23,Punjab,8757,7433,283
2020-04-24,Punjab,10611,8310,298
2020-04-25,Punjab,13270,9392,308
2020-04-26,Punjab,14317,10497,322
2020-04-27,Punjab,15516,12333,330
2020-04-28,Punjab,17021,13966,342
2020-04-29,Punjab,18670,15690,375
2020-04-30,Punjab,21205,17286,480
2020-05-01,Punjab,23176,18222,585
2020-05-02,Punjab,24868,19316,772
2020-05-03,Punjab,26439,20197,1102
2020-05-04,Punjab,28545,21295,1232
2020-05-05,Punjab,30199,23352,1451
2020-05-06,Punjab,32060,24303,1526
2020-05-07,Punjab,34701,28933,1644
2020-05-08,Punjab,37950,31219,1731
2020-05-09,Punjab,39462,33639,1762
2020-05-10,Punjab,40962,35293,1823
2020-05-11,Punjab,42306,37993,1877
2020-05-12,Punjab,43999,39060,1914
2020-05-13,Punjab,46026,40637,1924
2020-05-14,Punjab,47408,42425,1935
2020-05-15,Punjab,49301,44319,1932
2020-05-16,Punjab,50613,46028,1946
2020-05-17,Punjab,51812,47484,1964
2020-05-18,Punjab,52955,48813,1980
2020-05-19,Punjab,55634,50070,2002
2020-05-20,Punjab,57737,51956,2005
2020-05-21,Punjab,59618,53871,2028
2020-05-22,Punjab,62399,55777,2029
2020-05-23,Punjab,63567,57899,2045
2020-05-24,Punjab,66142,60114,2060
2020-05-25,Punjab,67213,62686,2081
2020-05-26,Punjab,69818,64160,2106
2020-05-27,Punjab,72468,66417,2139
2020-05-28,Punjab,72468,67325,2158
2020-05-29,Punjab,81021,,2197
2020-05-30,Punjab,84497,,2233
2020-05-31,Punjab,87852,,2263
2020-06-01,Punjab,91113,,2301
2020-06-02,Punjab,96329,,2342
2020-06-03,Punjab,101036,,2376
2020-06-04,Punjab,106933,,2415
2020-06-05,Punjab,113542,,2461
2020-04-05,Rajasthan,12279,11439,260
2020-04-07,Rajasthan,17638,16401,363
2020-04-08,Rajasthan,17638,16401,363
2020-04-09,Rajasthan,19107,17851,463
2020-04-10,Rajasthan,22349,20698,561
2020-04-11,Rajasthan,24857,22583,678
2020-04-12,Rajasthan,28505,25105,796
2020-04-13,Rajasthan,31804,28657,847
2020-04-14,Rajasthan,34928,29376,1005
2020-04-15,Rajasthan,37860,31902,1076
2020-04-16,Rajasthan,40778,33739,1101
2020-04-17,Rajasthan,42847,36153,1229
2020-04-18,Rajasthan,47197,39092,1282
2020-04-19,Rajasthan,51614,43537,1478
2020-04-20,Rajasthan,57290,47657,1576
2020-04-21,Rajasthan,61492,54100,1735
2020-04-22,Rajasthan,66257,58552,1888
2020-04-23,Rajasthan,69764,63485,1964
2020-04-24,Rajasthan,74484,68133,2034
2020-04-25,Rajasthan,78993,71806,2083
2020-04-26,Rajasthan,82942,75670,2185
2020-04-27,Rajasthan,87777,80830,2262
2020-04-28,Rajasthan,92506,85834,2364
2020-04-29,Rajasthan,97790,90108,2438
2020-04-30,Rajasthan,103704,,2584
2020-05-01,Rajasthan,108543,100277,2666
2020-05-02,Rajasthan,113934,104705,2720
2020-05-03,Rajasthan,120240,112345,2886
2020-05-04,Rajasthan,129258,122513,3061
2020-05-05,Rajasthan,134987,128297,3158
2020-05-06,Rajasthan,139580,134172,3317
2020-05-07,Rajasthan,145510,139830,3427
2020-05-08,Rajasthan,152245,146198,3579
2020-05-09,Rajasthan,159157,152296,3708
2020-05-10,Rajasthan,166424,158830,3814
2020-05-11,Rajasthan,176130,168546,3988
2020-05-12,Rajasthan,185610,,4126
2020-05-13,Rajasthan,194683,186125,4328
2020-05-14,Rajasthan,204243,197269,4534
2020-05-15,Rajasthan,212317,203770,4747
2020-05-16,Rajasthan,221439,213395,4960
2020-05-17,Rajasthan,231946,221764,5202
2020-05-18,Rajasthan,243476,234165,5375
2020-05-19,Rajasthan,254533,244955,5845
2020-05-20,Rajasthan,265555,254128,6015
2020-05-21,Rajasthan,275974,266687,6227
2020-05-22,Rajasthan,287164,277744,6494
2020-05-23,Rajasthan,303935,292384,6657
2020-05-24,Rajasthan,317067,306209,7028
2020-05-25,Rajasthan,327836,318146,7300
2020-05-26,Rajasthan,337159,326368,7536
2020-05-27,Rajasthan,350600,338611,7816
2020-05-28,Rajasthan,365556,351861,8067
2020-05-29,Rajasthan,379315,365925,8365
2020-05-30,Rajasthan,395490,382315,8617
2020-05-31,Rajasthan,409777,396789,8831
2020-06-01,Rajasthan,425184,411965,9100
2020-06-02,Rajasthan,440789,428471,9373
2020-06-03,Rajasthan,454788,440850,9652
2020-06-04,Rajasthan,467129,451826,9862
2020-06-05,Rajasthan,480910,465349,10084
2020-05-04,Sikkim,170,169,0
2020-05-05,Sikkim,181,171,0
2020-05-06,Sikkim,189,189,0
2020-05-07,Sikkim,216,207,0
2020-05-08,Sikkim,216,214,0
2020-05-09,Sikkim,219,219,0
2020-05-10,Sikkim,219,219,0
2020-05-11,Sikkim,219,219,0
2020-05-12,Sikkim,348,229,0
2020-05-13,Sikkim,439,268,0
2020-05-14,Sikkim,579,292,0
2020-05-15,Sikkim,348,229,0
2020-05-16,Sikkim,840,424,0
2020-05-17,Sikkim,947,449,0
2020-05-18,Sikkim,1087,536,0
2020-05-19,Sikkim,1204,827,0
2020-05-20,Sikkim,1342,955,0
2020-05-22,Sikkim,1637,1347,0
2020-05-23,Sikkim,1707,1398,0
2020-05-24,Sikkim,1855,1471,1
2020-05-25,Sikkim,2103,1508,1
2020-05-26,Sikkim,2255,1508,1
2020-05-27,Sikkim,2417,1665,1
2020-05-28,Sikkim,2626,1801,1
2020-05-29,Sikkim,2759,1880,1
2020-05-30,Sikkim,2829,2015,1
2020-05-31,Sikkim,2925,2173,1
2020-06-01,Sikkim,3525,2601,1
2020-06-02,Sikkim,3788,2857,1
2020-06-03,Sikkim,4102,3062,2
2020-06-04,Sikkim,4358,3894,2
2020-06-05,Sikkim,4761,4143,3
2020-06-06,Sikkim,5005,4273,3
2020-04-03,Tamil Nadu,3684,2789,411
2020-04-08,Tamil Nadu,5305,4414,690
2020-04-09,Tamil Nadu,7267,5824,834
2020-04-10,Tamil Nadu,8410,6838,911
2020-04-11,Tamil Nadu,9842,7779,969
2020-04-12,Tamil Nadu,10655,,1075
2020-04-13,Tamil Nadu,12746,,1173
2020-04-14,Tamil Nadu,19255,13234,1204
2020-04-15,Tamil Nadu,21994,15210,1242
2020-04-16,Tamil Nadu,26005,18743,1267
2020-04-17,Tamil Nadu,29673,21628,1323
2020-04-18,Tamil Nadu,35036,27192,1372
2020-04-19,Tamil Nadu,40876,31853,1477
2020-04-20,Tamil Nadu,46985,38082,1520
2020-04-21,Tamil Nadu,53045,43582,1596
2020-04-22,Tamil Nadu,59023,49506,1629
2020-04-23,Tamil Nadu,65977,56836,1683
2020-04-24,Tamil Nadu,72403,62596,1755
2020-04-25,Tamil Nadu,80110,69390,1821
2020-04-26,Tamil Nadu,87605,77133,1885
2020-04-27,Tamil Nadu,94781,83021,1937
2020-04-28,Tamil Nadu,101874,97908,2058
2020-04-29,Tamil Nadu,109961,105864,2162
2020-04-30,Tamil Nadu,119748,115761,2323
2020-05-01,Tamil Nadu,129363,124852,2526
2020-05-02,Tamil Nadu,139490,135698,2757
2020-05-03,Tamil Nadu,150107,145520,3023
2020-05-04,Tamil Nadu,162970,158558,3550
2020-05-05,Tamil Nadu,174828,170174,4058
2020-05-06,Tamil Nadu,188241,182541,4829
2020-05-07,Tamil Nadu,202436,195831,5409
2020-05-08,Tamil Nadu,216416,209495,6009
2020-05-09,Tamil Nadu,229670,222576,6535
2020-05-10,Tamil Nadu,243037,235157,7204
2020-05-11,Tamil Nadu,254899,245562,8002
2020-05-12,Tamil Nadu,266687,256720,8718
2020-05-13,Tamil Nadu,279467,269758,9227
2020-05-14,Tamil Nadu,291432,281001,9674
2020-05-15,Tamil Nadu,303104,292045,10108
2020-05-16,Tamil Nadu,313639,302523,10585
2020-05-17,Tamil Nadu,326720,315019,11224
2020-05-18,Tamil Nadu,337841,325546,11760
2020-05-19,Tamil Nadu,348174,334839,12448
2020-05-20,Tamil Nadu,360068,346311,13191
2020-05-21,Tamil Nadu,372532,357898,13967
2020-05-22,Tamil Nadu,385185,369929,14735
2020-05-23,Tamil Nadu,397340,381216,15512
2020-05-24,Tamil Nadu,409615,392690,16277
2020-05-25,Tamil Nadu,421450,403762,17082
2020-05-26,Tamil Nadu,431739,413455,17728
2020-05-27,Tamil Nadu,442970,423775,18545
2020-05-28,Tamil Nadu,455216,435279,19372
2020-05-29,Tamil Nadu,466550,445668,20246
2020-05-30,Tamil Nadu,479155,457405,21184
2020-05-31,Tamil Nadu,491962,468940,22333
2020-06-01,Tamil Nadu,503339,479208,23495
2020-06-02,Tamil Nadu,514433,489258,24586
2020-06-03,Tamil Nadu,528534,502173,25872
2020-06-04,Tamil Nadu,544981,517137,27256
2020-06-05,Tamil Nadu,560673,535254,28694
2020-06-06,Tamil Nadu,576695,550643,30152
2020-04-19,Telangana,14962,14104,858
2020-04-28,Telangana,19063,,1009
2020-04-29,Telangana,19278,,1016
2020-05-16,Telangana,23388,,1551
2020-04-11,Tripura,337,335,2
2020-04-15,Tripura,738,,2
2020-04-16,Tripura,762,760,2
2020-04-21,Tripura,2604,2602,2
2020-04-22,Tripura,3215,3123,2
2020-05-01,Tripura,4828,4825,3
2020-05-02,Tripura,4955,4950,5
2020-05-03,Tripura,5162,5157,5
2020-05-04,Tripura,5394,5377,17
2020-05-05,Tripura,5850,5820,30
2020-05-06,Tripura,6228,6185,43
2020-05-07,Tripura,6917,6828,89
2020-05-08,Tripura,7448,7359,89
2020-05-09,Tripura,8340,8221,119
2020-05-10,Tripura,9091,8955,136
2020-05-11,Tripura,9596,9442,154
2020-05-12,Tripura,10344,10189,155
2020-05-13,Tripura,11146,10991,155
2020-05-14,Tripura,11804,11648,156
2020-05-15,Tripura,12561,12405,156
2020-05-16,Tripura,13178,13011,167
2020-05-17,Tripura,13750,13583,167
2020-05-18,Tripura,14286,14119,167
2020-05-19,Tripura,15083,14914,169
2020-05-20,Tripura,15822,15694,173
2020-05-21,Tripura,16873,16610,173
2020-05-22,Tripura,17721,17546,175
2020-05-23,Tripura,18737,18546,191
2020-05-24,Tripura,19278,19537,191
2020-05-25,Tripura,20871,20637,198
2020-05-26,Tripura,22049,21840,209
2020-05-27,Tripura,23264,23032,232
2020-05-28,Tripura,24126,23884,242
2020-05-29,Tripura,25403,25159,244
2020-05-30,Tripura,26376,26105,271
2020-05-31,Tripura,27475,27159,316
2020-06-01,Tripura,28360,27937,423
2020-06-02,Tripura,29066,28595,471
2020-06-03,Tripura,30481,29859,622
2020-06-04,Tripura,31138,30492,646
2020-06-05,Tripura,32300,31606,694
2020-06-06,Tripura,33331,32582,749
2020-04-05,Uttar Pradesh,5255,4796,278
2020-04-05,Uttar Pradesh,5255,4796,278
2020-04-09,Uttar Pradesh,8402,7898,410
2020-04-10,Uttar Pradesh,9332,8798,433
2020-04-11,Uttar Pradesh,10595,10012,452
2020-04-12,Uttar Pradesh,11855,11250,483
2020-04-13,Uttar Pradesh,13287,12542,558
2020-04-14,Uttar Pradesh,15914,15134,660
2020-04-15,Uttar Pradesh,19506,18595,727
2020-04-16,Uttar Pradesh,21384,20374,805
2020-04-17,Uttar Pradesh,24643,23648,849
2020-04-18,Uttar Pradesh,28484,27262,974
2020-04-19,Uttar Pradesh,31767,,1100
2020-04-20,Uttar Pradesh,34326,32874,1184
2020-04-21,Uttar Pradesh,37933,36378,1337
2020-04-22,Uttar Pradesh,42192,40263,1449
2020-04-23,Uttar Pradesh,45483,43495,1510
2020-04-24,Uttar Pradesh,53166,51161,1621
2020-04-25,Uttar Pradesh,56851,54216,1793
2020-04-26,Uttar Pradesh,61799,58492,1873
2020-04-27,Uttar Pradesh,67145,64139,1896
2020-04-28,Uttar Pradesh,70307,67266,2053
2020-04-29,Uttar Pradesh,73716,70436,2134
2020-04-30,Uttar Pradesh,78013,74864,2211
2020-05-01,Uttar Pradesh,82459,79091,2328
2020-05-02,Uttar Pradesh,85729,82356,2487
2020-05-03,Uttar Pradesh,95841,91828,2645
2020-05-04,Uttar Pradesh,98300,94682,2766
2020-05-05,Uttar Pradesh,105234,101389,2880
2020-05-06,Uttar Pradesh,109888,106043,2998
2020-05-07,Uttar Pradesh,113670,109628,3071
2020-05-08,Uttar Pradesh,119688,115646,3214
2020-05-09,Uttar Pradesh,124791,120764,3373
2020-05-10,Uttar Pradesh,129955,125696,3467
2020-05-11,Uttar Pradesh,135760,131293,3573
2020-05-12,Uttar Pradesh,140166,135754,3664
2020-05-13,Uttar Pradesh,145637,141068,3578
2020-05-14,Uttar Pradesh,153139,147755,3902
2020-05-15,Uttar Pradesh,159282,153588,4057
2020-05-16,Uttar Pradesh,163105,157001,4258
2020-05-17,Uttar Pradesh,172219,165832,4464
2020-05-18,Uttar Pradesh,176479,170132,4605
2020-05-19,Uttar Pradesh,182184,175412,4926
2020-05-20,Uttar Pradesh,191164,184209,5175
2020-05-21,Uttar Pradesh,206811,199469,5515
2020-05-22,Uttar Pradesh,214060,207079,5735
2020-05-23,Uttar Pradesh,217867,210864,6017
2020-05-24,Uttar Pradesh,229621,222341,6268
2020-05-25,Uttar Pradesh,235622,228173,6497
2020-05-26,Uttar Pradesh,240588,232290,6724
2020-05-27,Uttar Pradesh,240588,239592,6991
2020-05-28,Uttar Pradesh,256267,247747,7170
2020-05-29,Uttar Pradesh,270920,261911,7445
2020-05-30,Uttar Pradesh,279288,270160,7701
2020-05-31,Uttar Pradesh,289892,279569,8075
2020-06-01,Uttar Pradesh,297903,287806,8361
2020-06-02,Uttar Pradesh,307621,296705,8729
2020-06-03,Uttar Pradesh,317780,306672,8870
2020-06-04,Uttar Pradesh,330663,318562,9237
2020-06-05,Uttar Pradesh,344717,332126,9733
2020-04-02,Uttarakhand,678,554,7
2020-04-07,Uttarakhand,1289,1092,32
2020-04-09,Uttarakhand,1531,1235,35
2020-04-10,Uttarakhand,1688,1320,35
2020-04-11,Uttarakhand,1705,1340,35
2020-04-12,Uttarakhand,1820,1452,35
2020-04-13,Uttarakhand,1998,1665,35
2020-04-14,Uttarakhand,2174,1838,35
2020-04-15,Uttarakhand,2413,2022,37
2020-04-16,Uttarakhand,2593,2210,37
2020-04-17,Uttarakhand,2831,2420,40
2020-04-18,Uttarakhand,3158,2710,42
2020-04-19,Uttarakhand,3344,3046,44
2020-04-20,Uttarakhand,3677,3228,46
2020-04-21,Uttarakhand,4061,3445,46
2020-04-22,Uttarakhand,4275,3664,46
2020-04-23,Uttarakhand,4473,3879,47
2020-04-24,Uttarakhand,4767,4239,48
2020-04-25,Uttarakhand,5194,4423,48
2020-04-26,Uttarakhand,5277,4675,50
2020-04-27,Uttarakhand,5463,4912,51
2020-04-28,Uttarakhand,5739,5212,52
2020-04-29,Uttarakhand,6046,5547,54
2020-04-30,Uttarakhand,6565,6100,57
2020-05-01,Uttarakhand,7042,6533,57
2020-05-02,Uttarakhand,7369,6786,59
2020-05-03,Uttarakhand,7578,6986,60
2020-05-04,Uttarakhand,7806,7134,60
2020-05-05,Uttarakhand,8060,7357,61
2020-05-06,Uttarakhand,8346,7698,61
2020-05-07,Uttarakhand,8783,8138,61
2020-05-08,Uttarakhand,9116,8485,61
2020-05-09,Uttarakhand,9386,8659,67
2020-05-10,Uttarakhand,9668,8990,68
2020-05-11,Uttarakhand,9915,9151,68
2020-05-12,Uttarakhand,10471,9390,68
2020-05-13,Uttarakhand,10792,9750,70
2020-05-14,Uttarakhand,11294,10157,75
2020-05-15,Uttarakhand,12045,10523,79
2020-05-16,Uttarakhand,12597,10990,88
2020-05-17,Uttarakhand,13212,11316,92
2020-05-18,Uttarakhand,13870,11812,93
2020-05-19,Uttarakhand,14691,12242,104
2020-05-20,Uttarakhand,15503,12945,120
2020-05-21,Uttarakhand,16528,13808,132
2020-05-22,Uttarakhand,18008,14960,151
2020-05-23,Uttarakhand,19248,15757,173
2020-05-24,Uttarakhand,20969,16640,293
2020-05-25,Uttarakhand,22117,17315,332
2020-05-26,Uttarakhand,23076,18193,400
2020-05-27,Uttarakhand,23975,18645,438
2020-05-28,Uttarakhand,25380,19702,493
2020-05-29,Uttarakhand,26951,20636,602
2020-05-30,Uttarakhand,28433,21512,727
2020-05-31,Uttarakhand,30438,22546,802
2020-06-01,Uttarakhand,31703,23400,929
2020-06-02,Uttarakhand,33081,24262,999
2020-06-03,Uttarakhand,34413,25385,1066
2020-06-04,Uttarakhand,35117,26093,1145
2020-06-05,Uttarakhand,35967,27184,1215
2020-04-01,West Bengal,659,568,37
2020-04-04,West Bengal,1042,,
2020-04-06,West Bengal,1301,,
2020-04-07,West Bengal,1487,,
2020-04-09,West Bengal,1889,,
2020-04-10,West Bengal,2095,,
2020-04-11,West Bengal,2286,,126
2020-04-12,West Bengal,2523,,134
2020-04-13,West Bengal,2793,,152
2020-04-14,West Bengal,3081,,190
2020-04-15,West Bengal,3470,,213
2020-04-16,West Bengal,3811,,231
2020-04-17,West Bengal,4212,,255
2020-04-18,West Bengal,4630,,287
2020-04-19,West Bengal,5045,,310
2020-04-20,West Bengal,5469,,339
2020-04-21,West Bengal,6182,,392
2020-04-22,West Bengal,7037,,423
2020-04-23,West Bengal,7990,,456
2020-04-24,West Bengal,8933,,514
2020-04-25,West Bengal,9880,,571
2020-04-26,West Bengal,10893,,611
2020-04-27,West Bengal,12043,,649
2020-04-28,West Bengal,13223,,697
2020-04-29,West Bengal,14620,,725
2020-04-30,West Bengal,16525,,758
2020-05-01,West Bengal,18566,,
2020-05-02,West Bengal,20976,,795
2020-05-03,West Bengal,22915,,922
2020-05-04,West Bengal,25116,,1259
2020-05-05,West Bengal,27571,,1344
2020-05-06,West Bengal,30141,,1456
2020-05-07,West Bengal,32752,,1548
2020-05-08,West Bengal,35767,,1678
2020-05-09,West Bengal,39368,,1786
2020-05-10,West Bengal,43414,,1939
2020-05-11,West Bengal,47615,,2063
2020-05-12,West Bengal,52622,,2173
2020-05-13,West Bengal,57632,,2290
2020-05-14,West Bengal,62837,,2377
2020-05-15,West Bengal,69543,,2461
2020-05-16,West Bengal,77288,,2576
2020-05-17,West Bengal,85956,,2677
2020-05-18,West Bengal,93570,,2825
2020-05-19,West Bengal,102282,,2961
2020-05-20,West Bengal,111002,,3103
2020-05-21,West Bengal,115244,,3197
2020-05-22,West Bengal,120599,,3332
2020-05-23,West Bengal,129608,,3459
2020-05-24,West Bengal,138824,,3667
2020-05-25,West Bengal,148049,,3816
2020-05-26,West Bengal,157277,,4009
2020-05-27,West Bengal,166513,,4192
2020-05-28,West Bengal,175769,,4536
2020-05-29,West Bengal,185051,,4813
2020-05-30,West Bengal,194397,,5130
2020-05-31,West Bengal,203751,,5501
2020-06-01,West Bengal,213231,,5772
2020-06-02,West Bengal,222726,,6168
2020-06-03,West Bengal,232225,,6508
2020-06-04,West Bengal,241831,,6876
2020-06-05,West Bengal,251517,,7303
